DateTime,LCLid,stdorToU,KWH/hh (per half hour) 
30:00.0,MAC000003,Std,0.164
00:00.0,MAC000003,Std,0.291
30:00.0,MAC000003,Std,0.201
00:00.0,MAC000003,Std,0.289
30:00.0,MAC000003,Std,0.265
00:00.0,MAC000003,Std,0.206
30:00.0,MAC000003,Std,0.231
00:00.0,MAC000003,Std,0.145
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.183
30:00.0,MAC000003,Std,0.602
00:00.0,MAC000003,Std,0.395
30:00.0,MAC000003,Std,0.473
00:00.0,MAC000003,Std,0.214
30:00.0,MAC000003,Std,0.196
00:00.0,MAC000003,Std,0.138
30:00.0,MAC000003,Std,0.127
00:00.0,MAC000003,Std,0.105
30:00.0,MAC000003,Std,0.093
00:00.0,MAC000003,Std,0.147
30:00.0,MAC000003,Std,0.164
00:00.0,MAC000003,Std,0.198
30:00.0,MAC000003,Std,0.18
00:00.0,MAC000003,Std,0.175
30:00.0,MAC000003,Std,0.201
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.14
00:00.0,MAC000003,Std,0.092
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.155
30:00.0,MAC000003,Std,1.5319999
00:00.0,MAC000003,Std,1.286
30:00.0,MAC000003,Std,0.122
00:00.0,MAC000003,Std,0.522
30:00.0,MAC000003,Std,0.103
00:00.0,MAC000003,Std,0.304
30:00.0,MAC000003,Std,0.22
00:00.0,MAC000003,Std,0.121
30:00.0,MAC000003,Std,0.412
00:00.0,MAC000003,Std,0.176
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.34
30:00.0,MAC000003,Std,0.198
00:00.0,MAC000003,Std,0.505
30:00.0,MAC000003,Std,0.304
00:00.0,MAC000003,Std,0.256
30:00.0,MAC000003,Std,0.251
00:00.0,MAC000003,Std,0.231
30:00.0,MAC000003,Std,0.173
00:00.0,MAC000003,Std,0.101
30:00.0,MAC000003,Std,0.123
00:00.0,MAC000003,Std,0.122
30:00.0,MAC000003,Std,0.173
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.291
30:00.0,MAC000003,Std,0.262
00:00.0,MAC000003,Std,0.256
30:00.0,MAC000003,Std,0.228
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.229
00:00.0,MAC000003,Std,0.167
30:00.0,MAC000003,Std,0.325
00:00.0,MAC000003,Std,0.718
30:00.0,MAC000003,Std,0.888
00:00.0,MAC000003,Std,0.317
30:00.0,MAC000003,Std,0.295
00:00.0,MAC000003,Std,0.244
30:00.0,MAC000003,Std,0.203
00:00.0,MAC000003,Std,1.077
30:00.0,MAC000003,Std,0.205
00:00.0,MAC000003,Std,0.192
30:00.0,MAC000003,Std,0.172
00:00.0,MAC000003,Std,0.198
30:00.0,MAC000003,Std,0.155
00:00.0,MAC000003,Std,0.182
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.12
30:00.0,MAC000003,Std,1.5140001
00:00.0,MAC000003,Std,1.512
30:00.0,MAC000003,Std,0.289
00:00.0,MAC000003,Std,0.515
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.128
30:00.0,MAC000003,Std,0.492
00:00.0,MAC000003,Std,0.49
30:00.0,MAC000003,Std,0.067
00:00.0,MAC000003,Std,0.113
30:00.0,MAC000003,Std,0.385
00:00.0,MAC000003,Std,0.178
30:00.0,MAC000003,Std,0.35
00:00.0,MAC000003,Std,0.511
30:00.0,MAC000003,Std,0.292
00:00.0,MAC000003,Std,0.237
30:00.0,MAC000003,Std,0.267
00:00.0,MAC000003,Std,0.271
30:00.0,MAC000003,Std,0.17
00:00.0,MAC000003,Std,0.165
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.172
30:00.0,MAC000003,Std,0.118
00:00.0,MAC000003,Std,0.117
30:00.0,MAC000003,Std,0.115
00:00.0,MAC000003,Std,0.263
30:00.0,MAC000003,Std,0.304
00:00.0,MAC000003,Std,0.161
30:00.0,MAC000003,Std,0.197
00:00.0,MAC000003,Std,0.156
30:00.0,MAC000003,Std,0.118
00:00.0,MAC000003,Std,0.113
30:00.0,MAC000003,Std,0.092
00:00.0,MAC000003,Std,0.139
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.51
30:00.0,MAC000003,Std,0.283
00:00.0,MAC000003,Std,0.253
30:00.0,MAC000003,Std,0.196
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.152
00:00.0,MAC000003,Std,0.151
30:00.0,MAC000003,Std,0.131
00:00.0,MAC000003,Std,0.201
30:00.0,MAC000003,Std,0.113
00:00.0,MAC000003,Std,0.164
30:00.0,MAC000003,Std,0.158
00:00.0,MAC000003,Std,0.116
30:00.0,MAC000003,Std,1.477
00:00.0,MAC000003,Std,1.489
30:00.0,MAC000003,Std,0.123
00:00.0,MAC000003,Std,0.5
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,0.407
00:00.0,MAC000003,Std,0.069
30:00.0,MAC000003,Std,0.122
00:00.0,MAC000003,Std,0.439
30:00.0,MAC000003,Std,0.137
00:00.0,MAC000003,Std,0.154
30:00.0,MAC000003,Std,0.426
00:00.0,MAC000003,Std,0.124
30:00.0,MAC000003,Std,0.095
00:00.0,MAC000003,Std,0.1
30:00.0,MAC000003,Std,0.34
00:00.0,MAC000003,Std,0.272
30:00.0,MAC000003,Std,0.296
00:00.0,MAC000003,Std,0.142
30:00.0,MAC000003,Std,0.157
00:00.0,MAC000003,Std,0.123
30:00.0,MAC000003,Std,0.105
00:00.0,MAC000003,Std,0.297
30:00.0,MAC000003,Std,0.372
00:00.0,MAC000003,Std,0.225
30:00.0,MAC000003,Std,0.174
00:00.0,MAC000003,Std,0.167
30:00.0,MAC000003,Std,0.183
00:00.0,MAC000003,Std,0.103
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.134
30:00.0,MAC000003,Std,0.132
00:00.0,MAC000003,Std,0.154
30:00.0,MAC000003,Std,0.103
00:00.0,MAC000003,Std,0.148
30:00.0,MAC000003,Std,0.708
00:00.0,MAC000003,Std,0.221
30:00.0,MAC000003,Std,0.185
00:00.0,MAC000003,Std,0.17
30:00.0,MAC000003,Std,0.167
00:00.0,MAC000003,Std,0.129
30:00.0,MAC000003,Std,0.191
00:00.0,MAC000003,Std,0.191
30:00.0,MAC000003,Std,0.158
00:00.0,MAC000003,Std,0.217
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.102
30:00.0,MAC000003,Std,1.492
00:00.0,MAC000003,Std,1.312
30:00.0,MAC000003,Std,0.121
00:00.0,MAC000003,Std,0.527
30:00.0,MAC000003,Std,0.14
00:00.0,MAC000003,Std,0.106
30:00.0,MAC000003,Std,0.416
00:00.0,MAC000003,Std,0.073
30:00.0,MAC000003,Std,0.114
00:00.0,MAC000003,Std,0.449
30:00.0,MAC000003,Std,0.354
00:00.0,MAC000003,Std,0.394
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.11
30:00.0,MAC000003,Std,0.177
00:00.0,MAC000003,Std,0.188
30:00.0,MAC000003,Std,0.293
00:00.0,MAC000003,Std,0.224
30:00.0,MAC000003,Std,0.156
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.097
00:00.0,MAC000003,Std,0.141
30:00.0,MAC000003,Std,0.128
00:00.0,MAC000003,Std,0.198
30:00.0,MAC000003,Std,0.686
00:00.0,MAC000003,Std,0.209
30:00.0,MAC000003,Std,0.174
00:00.0,MAC000003,Std,0.123
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.103
30:00.0,MAC000003,Std,0.114
00:00.0,MAC000003,Std,0.17
30:00.0,MAC000003,Std,0.164
00:00.0,MAC000003,Std,0.207
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.252
00:00.0,MAC000003,Std,0.242
30:00.0,MAC000003,Std,0.308
00:00.0,MAC000003,Std,0.176
30:00.0,MAC000003,Std,0.187
00:00.0,MAC000003,Std,0.172
30:00.0,MAC000003,Std,0.152
00:00.0,MAC000003,Std,0.134
30:00.0,MAC000003,Std,0.065
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.123
00:00.0,MAC000003,Std,0.136
30:00.0,MAC000003,Std,1.569
00:00.0,MAC000003,Std,1.585
30:00.0,MAC000003,Std,0.343
00:00.0,MAC000003,Std,0.391
30:00.0,MAC000003,Std,0.25
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,0.468
00:00.0,MAC000003,Std,0.111
30:00.0,MAC000003,Std,0.11
00:00.0,MAC000003,Std,0.358
30:00.0,MAC000003,Std,0.069
00:00.0,MAC000003,Std,0.134
30:00.0,MAC000003,Std,0.47
00:00.0,MAC000003,Std,0.276
30:00.0,MAC000003,Std,0.29
00:00.0,MAC000003,Std,0.213
30:00.0,MAC000003,Std,0.246
00:00.0,MAC000003,Std,0.217
30:00.0,MAC000003,Std,0.249
00:00.0,MAC000003,Std,0.294
30:00.0,MAC000003,Std,0.248
00:00.0,MAC000003,Std,0.15
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.083
30:00.0,MAC000003,Std,0.316
00:00.0,MAC000003,Std,0.846
30:00.0,MAC000003,Std,0.345
00:00.0,MAC000003,Std,0.241
30:00.0,MAC000003,Std,0.16
00:00.0,MAC000003,Std,0.176
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.107
30:00.0,MAC000003,Std,0.136
00:00.0,MAC000003,Std,0.145
30:00.0,MAC000003,Std,0.16
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.348
00:00.0,MAC000003,Std,0.299
30:00.0,MAC000003,Std,0.227
00:00.0,MAC000003,Std,0.206
30:00.0,MAC000003,Std,0.233
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,0.305
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.199
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.109
30:00.0,MAC000003,Std,1.541
00:00.0,MAC000003,Std,1.603
30:00.0,MAC000003,Std,0.178
00:00.0,MAC000003,Std,0.505
30:00.0,MAC000003,Std,0.094
00:00.0,MAC000003,Std,0.097
30:00.0,MAC000003,Std,0.419
00:00.0,MAC000003,Std,0.08
30:00.0,MAC000003,Std,0.334
00:00.0,MAC000003,Std,0.231
30:00.0,MAC000003,Std,0.137
00:00.0,MAC000003,Std,0.125
30:00.0,MAC000003,Std,0.338
00:00.0,MAC000003,Std,0.143
30:00.0,MAC000003,Std,0.285
00:00.0,MAC000003,Std,0.284
30:00.0,MAC000003,Std,0.277
00:00.0,MAC000003,Std,0.239
30:00.0,MAC000003,Std,0.182
00:00.0,MAC000003,Std,0.079
30:00.0,MAC000003,Std,0.101
00:00.0,MAC000003,Std,0.103
30:00.0,MAC000003,Std,0.121
00:00.0,MAC000003,Std,0.204
30:00.0,MAC000003,Std,0.312
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.258
00:00.0,MAC000003,Std,0.241
30:00.0,MAC000003,Std,0.273
00:00.0,MAC000003,Std,0.272
30:00.0,MAC000003,Std,0.197
00:00.0,MAC000003,Std,0.168
30:00.0,MAC000003,Std,0.121
00:00.0,MAC000003,Std,0.127
30:00.0,MAC000003,Std,0.08
00:00.0,MAC000003,Std,0.142
30:00.0,MAC000003,Std,0.161
00:00.0,MAC000003,Std,0.188
30:00.0,MAC000003,Std,0.216
00:00.0,MAC000003,Std,0.209
30:00.0,MAC000003,Std,0.171
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.406
00:00.0,MAC000003,Std,0.182
30:00.0,MAC000003,Std,0.146
00:00.0,MAC000003,Std,0.154
30:00.0,MAC000003,Std,0.15
00:00.0,MAC000003,Std,0.096
30:00.0,MAC000003,Std,1.521
00:00.0,MAC000003,Std,1.5319999
30:00.0,MAC000003,Std,0.714
00:00.0,MAC000003,Std,0.416
30:00.0,MAC000003,Std,0.253
00:00.0,MAC000003,Std,0.182
30:00.0,MAC000003,Std,0.421
00:00.0,MAC000003,Std,0.083
30:00.0,MAC000003,Std,0.431
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.11
00:00.0,MAC000003,Std,0.461
30:00.0,MAC000003,Std,0.113
00:00.0,MAC000003,Std,0.132
30:00.0,MAC000003,Std,0.141
00:00.0,MAC000003,Std,0.178
30:00.0,MAC000003,Std,0.297
00:00.0,MAC000003,Std,0.243
30:00.0,MAC000003,Std,0.144
00:00.0,MAC000003,Std,0.121
30:00.0,MAC000003,Std,0.749
00:00.0,MAC000003,Std,0.594
30:00.0,MAC000003,Std,0.666
00:00.0,MAC000003,Std,0.824
30:00.0,MAC000003,Std,0.3
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.241
00:00.0,MAC000003,Std,0.122
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.115
30:00.0,MAC000003,Std,0.12
00:00.0,MAC000003,Std,0.159
30:00.0,MAC000003,Std,0.103
00:00.0,MAC000003,Std,0.101
30:00.0,MAC000003,Std,0.104
00:00.0,MAC000003,Std,0.124
30:00.0,MAC000003,Std,0.31
00:00.0,MAC000003,Std,0.165
30:00.0,MAC000003,Std,0.182
00:00.0,MAC000003,Std,0.182
30:00.0,MAC000003,Std,0.122
00:00.0,MAC000003,Std,0.164
30:00.0,MAC000003,Std,0.082
00:00.0,MAC000003,Std,0.14
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.104
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.08
30:00.0,MAC000003,Std,1.489
00:00.0,MAC000003,Std,1.564
30:00.0,MAC000003,Std,0.906
00:00.0,MAC000003,Std,0.141
30:00.0,MAC000003,Std,0.445
00:00.0,MAC000003,Std,0.079
30:00.0,MAC000003,Std,0.413
00:00.0,MAC000003,Std,0.095
30:00.0,MAC000003,Std,0.14
00:00.0,MAC000003,Std,0.436
30:00.0,MAC000003,Std,0.115
00:00.0,MAC000003,Std,0.207
30:00.0,MAC000003,Std,0.464
00:00.0,MAC000003,Std,0.126
30:00.0,MAC000003,Std,0.233
00:00.0,MAC000003,Std,0.252
30:00.0,MAC000003,Std,0.207
00:00.0,MAC000003,Std,0.234
30:00.0,MAC000003,Std,0.201
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,0.161
00:00.0,MAC000003,Std,0.121
30:00.0,MAC000003,Std,0.129
00:00.0,MAC000003,Std,0.106
30:00.0,MAC000003,Std,0.26
00:00.0,MAC000003,Std,0.768
30:00.0,MAC000003,Std,0.46
00:00.0,MAC000003,Std,0.17
30:00.0,MAC000003,Std,0.156
00:00.0,MAC000003,Std,0.119
30:00.0,MAC000003,Std,0.149
00:00.0,MAC000003,Std,0.2
30:00.0,MAC000003,Std,0.208
00:00.0,MAC000003,Std,0.312
30:00.0,MAC000003,Std,0.24
00:00.0,MAC000003,Std,0.235
30:00.0,MAC000003,Std,0.196
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.167
00:00.0,MAC000003,Std,0.127
30:00.0,MAC000003,Std,0.133
00:00.0,MAC000003,Std,0.148
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.157
30:00.0,MAC000003,Std,0.145
00:00.0,MAC000003,Std,0.122
30:00.0,MAC000003,Std,0.115
00:00.0,MAC000003,Std,0.111
30:00.0,MAC000003,Std,1.531
00:00.0,MAC000003,Std,1.562
30:00.0,MAC000003,Std,0.141
00:00.0,MAC000003,Std,0.572
30:00.0,MAC000003,Std,0.127
00:00.0,MAC000003,Std,0.18
30:00.0,MAC000003,Std,0.451
00:00.0,MAC000003,Std,0.072
30:00.0,MAC000003,Std,0.358
00:00.0,MAC000003,Std,0.113
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.465
30:00.0,MAC000003,Std,0.165
00:00.0,MAC000003,Std,0.074
30:00.0,MAC000003,Std,0.119
00:00.0,MAC000003,Std,0.217
30:00.0,MAC000003,Std,0.212
00:00.0,MAC000003,Std,0.293
30:00.0,MAC000003,Std,0.294
00:00.0,MAC000003,Std,0.256
30:00.0,MAC000003,Std,0.242
00:00.0,MAC000003,Std,0.181
30:00.0,MAC000003,Std,0.119
00:00.0,MAC000003,Std,0.12
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.129
30:00.0,MAC000003,Std,0.183
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.132
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,0.091
00:00.0,MAC000003,Std,0.13
30:00.0,MAC000003,Std,0.236
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.28
00:00.0,MAC000003,Std,0.275
30:00.0,MAC000003,Std,0.224
00:00.0,MAC000003,Std,0.169
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.126
30:00.0,MAC000003,Std,0.17
00:00.0,MAC000003,Std,0.171
30:00.0,MAC000003,Std,0.168
00:00.0,MAC000003,Std,0.191
30:00.0,MAC000003,Std,0.127
00:00.0,MAC000003,Std,0.101
30:00.0,MAC000003,Std,0.131
00:00.0,MAC000003,Std,0.083
30:00.0,MAC000003,Std,1.529
00:00.0,MAC000003,Std,1.552
30:00.0,MAC000003,Std,0.619
00:00.0,MAC000003,Std,0.215
30:00.0,MAC000003,Std,0.468
00:00.0,MAC000003,Std,0.125
30:00.0,MAC000003,Std,0.417
00:00.0,MAC000003,Std,0.145
30:00.0,MAC000003,Std,0.182
00:00.0,MAC000003,Std,0.538
30:00.0,MAC000003,Std,1.428
00:00.0,MAC000003,Std,0.273
30:00.0,MAC000003,Std,0.523
00:00.0,MAC000003,Std,0.259
30:00.0,MAC000003,Std,0.242
00:00.0,MAC000003,Std,0.235
30:00.0,MAC000003,Std,0.15
00:00.0,MAC000003,Std,0.163
30:00.0,MAC000003,Std,0.116
00:00.0,MAC000003,Std,0.11
30:00.0,MAC000003,Std,0.106
00:00.0,MAC000003,Std,0.076
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.258
30:00.0,MAC000003,Std,0.248
00:00.0,MAC000003,Std,0.221
30:00.0,MAC000003,Std,0.204
00:00.0,MAC000003,Std,0.186
30:00.0,MAC000003,Std,0.101
00:00.0,MAC000003,Std,0.096
30:00.0,MAC000003,Std,0.096
00:00.0,MAC000003,Std,0.098
30:00.0,MAC000003,Std,0.146
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,0.13
00:00.0,MAC000003,Std,0.193
30:00.0,MAC000003,Std,0.543
00:00.0,MAC000003,Std,0.259
30:00.0,MAC000003,Std,0.244
00:00.0,MAC000003,Std,0.178
30:00.0,MAC000003,Std,0.206
00:00.0,MAC000003,Std,0.164
30:00.0,MAC000003,Std,0.185
00:00.0,MAC000003,Std,0.135
30:00.0,MAC000003,Std,0.083
00:00.0,MAC000003,Std,0.119
30:00.0,MAC000003,Std,0.075
00:00.0,MAC000003,Std,0.118
30:00.0,MAC000003,Std,1.536
00:00.0,MAC000003,Std,1.351
30:00.0,MAC000003,Std,0.151
00:00.0,MAC000003,Std,0.56
30:00.0,MAC000003,Std,0.084
00:00.0,MAC000003,Std,0.105
30:00.0,MAC000003,Std,0.405
00:00.0,MAC000003,Std,0.101
30:00.0,MAC000003,Std,0.118
00:00.0,MAC000003,Std,0.419
30:00.0,MAC000003,Std,0.152
00:00.0,MAC000003,Std,0.112
30:00.0,MAC000003,Std,0.396
00:00.0,MAC000003,Std,0.102
30:00.0,MAC000003,Std,0.077
00:00.0,MAC000003,Std,0.107
30:00.0,MAC000003,Std,0.105
00:00.0,MAC000003,Std,0.127
30:00.0,MAC000003,Std,0.172
00:00.0,MAC000003,Std,0.319
30:00.0,MAC000003,Std,0.225
00:00.0,MAC000003,Std,0.267
30:00.0,MAC000003,Std,0.58
00:00.0,MAC000003,Std,0.247
30:00.0,MAC000003,Std,0.245
00:00.0,MAC000003,Std,0.183
30:00.0,MAC000003,Std,0.193
00:00.0,MAC000003,Std,0.13
30:00.0,MAC000003,Std,0.124
00:00.0,MAC000003,Std,0.092
30:00.0,MAC000003,Std,0.065
00:00.0,MAC000003,Std,0.119
30:00.0,MAC000003,Std,0.137
00:00.0,MAC000003,Std,0.17
30:00.0,MAC000003,Std,0.15
00:00.0,MAC000003,Std,0.142
30:00.0,MAC000003,Std,0.109
00:00.0,MAC000003,Std,0.086
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.28
30:00.0,MAC000003,Std,0.275
00:00.0,MAC000003,Std,0.225
30:00.0,MAC000003,Std,0.229
00:00.0,MAC000003,Std,0.165
30:00.0,MAC000003,Std,0.112
00:00.0,MAC000003,Std,0.147
30:00.0,MAC000003,Std,0.11
00:00.0,MAC000003,Std,0.121
30:00.0,MAC000003,Std,1.499
00:00.0,MAC000003,Std,1.409
30:00.0,MAC000003,Std,0.087
00:00.0,MAC000003,Std,0.543
30:00.0,MAC000003,Std,0.068
00:00.0,MAC000003,Std,0.115
30:00.0,MAC000003,Std,0.425
00:00.0,MAC000003,Std,0.116
30:00.0,MAC000003,Std,0.172
00:00.0,MAC000003,Std,0.415
30:00.0,MAC000003,Std,0.137
00:00.0,MAC000003,Std,0.856
30:00.0,MAC000003,Std,0.219
00:00.0,MAC000003,Std,0.502
30:00.0,MAC000003,Std,0.303
00:00.0,MAC000003,Std,0.26
30:00.0,MAC000003,Std,0.278
00:00.0,MAC000003,Std,0.21
30:00.0,MAC000003,Std,0.273
00:00.0,MAC000003,Std,0.384
30:00.0,MAC000003,Std,0.276
00:00.0,MAC000003,Std,0.294
30:00.0,MAC000003,Std,0.299
00:00.0,MAC000003,Std,0.257
30:00.0,MAC000003,Std,0.454
00:00.0,MAC000003,Std,0.362
30:00.0,MAC000003,Std,0.219
00:00.0,MAC000003,Std,0.251
30:00.0,MAC000003,Std,0.269
00:00.0,MAC000003,Std,0.451
30:00.0,MAC000003,Std,0.221
00:00.0,MAC000003,Std,0.184
30:00.0,MAC000003,Std,0.195
00:00.0,MAC000003,Std,0.123
30:00.0,MAC000003,Std,0.153
00:00.0,MAC000003,Std,0.156
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.169
30:00.0,MAC000003,Std,0.169
00:00.0,MAC000003,Std,0.162
30:00.0,MAC000003,Std,0.115
00:00.0,MAC000003,Std,0.15
30:00.0,MAC000003,Std,0.139
00:00.0,MAC000003,Std,0.153
30:00.0,MAC000003,Std,0.169
00:00.0,MAC000003,Std,0.084
30:00.0,MAC000003,Std,0.124
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,1.497
00:00.0,MAC000003,Std,1.562
30:00.0,MAC000003,Std,0.893
00:00.0,MAC000003,Std,0.108
30:00.0,MAC000003,Std,0.392
00:00.0,MAC000003,Std,0.22
30:00.0,MAC000003,Std,0.085
00:00.0,MAC000003,Std,0.422
30:00.0,MAC000003,Std,0.114
00:00.0,MAC000003,Std,0.144
30:00.0,MAC000003,Std,0.223
00:00.0,MAC000003,Std,0.253
30:00.0,MAC000003,Std,0.145
00:00.0,MAC000003,Std,0.684
30:00.0,MAC000003,Std,0.299
00:00.0,MAC000003,Std,0.224
30:00.0,MAC000003,Std,0.259
00:00.0,MAC000003,Std,0.282
30:00.0,MAC000003,Std,0.146
00:00.0,MAC000003,Std,0.129
30:00.0,MAC000003,Std,0.17
00:00.0,MAC000003,Std,0.674
30:00.0,MAC000003,Std,0.258
00:00.0,MAC000003,Std,0.196
30:00.0,MAC000003,Std,0.163
00:00.0,MAC000003,Std,0.174
30:00.0,MAC000003,Std,0.113
00:00.0,MAC000003,Std,0.076
30:00.0,MAC000003,Std,0.118
00:00.0,MAC000003,Std,0.067
30:00.0,MAC000003,Std,0.079
00:00.0,MAC000003,Std,0.128
30:00.0,MAC000003,Std,0.127
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,0.168
00:00.0,MAC000003,Std,0.185
30:00.0,MAC000003,Std,0.17
00:00.0,MAC000003,Std,0.131
30:00.0,MAC000003,Std,0.177
00:00.0,MAC000003,Std,0.182
30:00.0,MAC000003,Std,0.172
00:00.0,MAC000003,Std,0.276
30:00.0,MAC000003,Std,0.164
00:00.0,MAC000003,Std,0.139
30:00.0,MAC000003,Std,0.129
00:00.0,MAC000003,Std,0.126
30:00.0,MAC000003,Std,0.098
00:00.0,MAC000003,Std,0.107
30:00.0,MAC000003,Std,1.5779999
00:00.0,MAC000003,Std,1.577
30:00.0,MAC000003,Std,0.599
00:00.0,MAC000003,Std,0.111
30:00.0,MAC000003,Std,0.476
00:00.0,MAC000003,Std,0.105
30:00.0,MAC000003,Std,0.149
00:00.0,MAC000003,Std,0.456
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.075
30:00.0,MAC000003,Std,0.376
00:00.0,MAC000003,Std,0.102
30:00.0,MAC000003,Std,0.094
00:00.0,MAC000003,Std,0.472
30:00.0,MAC000003,Std,0.169
00:00.0,MAC000003,Std,0.242
30:00.0,MAC000003,Std,0.283
00:00.0,MAC000003,Std,0.243
30:00.0,MAC000003,Std,0.239
00:00.0,MAC000003,Std,0.256
30:00.0,MAC000003,Std,0.219
00:00.0,MAC000003,Std,0.152
30:00.0,MAC000003,Std,0.125
00:00.0,MAC000003,Std,0.144
30:00.0,MAC000003,Std,0.153
00:00.0,MAC000003,Std,0.146
30:00.0,MAC000003,Std,0.181
00:00.0,MAC000003,Std,0.155
30:00.0,MAC000003,Std,0.098
00:00.0,MAC000003,Std,0.109
30:00.0,MAC000003,Std,0.086
00:00.0,MAC000003,Std,0.068
30:00.0,MAC000003,Std,0.172
00:00.0,MAC000003,Std,0.175
30:00.0,MAC000003,Std,0.258
00:00.0,MAC000003,Std,0.236
30:00.0,MAC000003,Std,0.199
00:00.0,MAC000003,Std,0.224
30:00.0,MAC000003,Std,0.138
00:00.0,MAC000003,Std,0.16
30:00.0,MAC000003,Std,0.192
00:00.0,MAC000003,Std,0.152
30:00.0,MAC000003,Std,0.173
00:00.0,MAC000003,Std,0.138
30:00.0,MAC000003,Std,0.08
00:00.0,MAC000003,Std,0.151
30:00.0,MAC000003,Std,0.107
00:00.0,MAC000003,Std,0.114
30:00.0,MAC000003,Std,1.594
00:00.0,MAC000003,Std,1.515
30:00.0,MAC000003,Std,0.119
00:00.0,MAC000003,Std,0.487
30:00.0,MAC000003,Std,0.084
00:00.0,MAC000003,Std,0.288
30:00.0,MAC000003,Std,0.339
00:00.0,MAC000003,Std,0.146
30:00.0,MAC000003,Std,0.449
00:00.0,MAC000003,Std,0.179
30:00.0,MAC000003,Std,0.121
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.807
00:00.0,MAC000003,Std,0.262
30:00.0,MAC000003,Std,0.396
00:00.0,MAC000003,Std,0.242
30:00.0,MAC000003,Std,0.233
00:00.0,MAC000003,Std,0.226
30:00.0,MAC000003,Std,0.217
00:00.0,MAC000003,Std,0.193
30:00.0,MAC000003,Std,0.135
00:00.0,MAC000003,Std,0.147
30:00.0,MAC000003,Std,0.263
00:00.0,MAC000003,Std,0.228
30:00.0,MAC000003,Std,0.111
00:00.0,MAC000003,Std,0.116
30:00.0,MAC000003,Std,0.09
00:00.0,MAC000003,Std,0.108
30:00.0,MAC000003,Std,0.161
00:00.0,MAC000003,Std,0.116
30:00.0,MAC000003,Std,0.117
00:00.0,MAC000003,Std,0.216
